source,seed,family,subset_size,channels,imputation,direction,generator,n,metric,value,baseline_acc,acc,delta_pp,effect_pp,auc,real_acc,fake_acc,protocol,claim_scope,notes
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+hf_noise,zero_elsewhere,,Midjourney,2000,accuracy,0.5,0.996,0.5,-49.6,-49.6,0.987812,0.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+hf_noise,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.5,0.9985,0.5,-49.85,-49.85,0.998425,0.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+hf_noise,zero_elsewhere,,VQDM,2000,accuracy,0.5,0.999,0.5,-49.9,-49.9,0.9993,0.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+hf_noise,zero_elsewhere,,Wukong,2000,accuracy,0.5,0.9965,0.5,-49.65,-49.65,0.99778,0.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+hf_noise,zero_elsewhere,,__ALL__,14000,accuracy,0.5,0.998071,0.5,-49.807143,-49.807143,0.996992,0.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+jpeg_quant,zero,,ADM,2000,accuracy,0.691,0.9985,0.691,-30.75,-30.75,0.980839,0.99,0.392,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+jpeg_quant,zero,,BigGAN,2000,accuracy,0.5845,0.999,0.5845,-41.45,-41.45,0.969143,0.994,0.175,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+jpeg_quant,zero,,GLIDE,2000,accuracy,0.8585,0.999,0.8585,-14.05,-14.05,0.990274,0.994,0.723,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+jpeg_quant,zero,,Midjourney,2000,accuracy,0.8175,0.996,0.8175,-17.85,-17.85,0.993672,0.997,0.638,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+jpeg_quant,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.789,0.9985,0.789,-20.95,-20.95,0.991722,0.994,0.584,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+jpeg_quant,zero,,VQDM,2000,accuracy,0.5965,0.999,0.5965,-40.25,-40.25,0.982132,0.994,0.199,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+jpeg_quant,zero,,Wukong,2000,accuracy,0.829,0.9965,0.829,-16.75,-16.75,0.992604,0.994,0.664,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+jpeg_quant,zero,,__ALL__,14000,accuracy,0.738,0.998071,0.738,-26.007143,-26.007143,0.98609,0.993857,0.482143,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+jpeg_quant,zero_elsewhere,,ADM,2000,accuracy,0.9925,0.9985,0.9925,-0.6,-0.6,0.999821,0.985,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+jpeg_quant,zero_elsewhere,,BigGAN,2000,accuracy,0.9925,0.999,0.9925,-0.65,-0.65,1.0,0.985,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+jpeg_quant,zero_elsewhere,,GLIDE,2000,accuracy,0.997,0.999,0.997,-0.2,-0.2,1.0,0.994,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+jpeg_quant,zero_elsewhere,,Midjourney,2000,accuracy,0.989,0.996,0.989,-0.7,-0.7,0.998724,0.983,0.995,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+jpeg_quant,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.995,0.9985,0.995,-0.35,-0.35,0.998905,0.994,0.996,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+jpeg_quant,zero_elsewhere,,VQDM,2000,accuracy,0.997,0.999,0.997,-0.2,-0.2,0.999942,0.994,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+jpeg_quant,zero_elsewhere,,Wukong,2000,accuracy,0.9875,0.9965,0.9875,-0.9,-0.9,0.998576,0.994,0.981,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+jpeg_quant,zero_elsewhere,,__ALL__,14000,accuracy,0.992929,0.998071,0.992929,-0.514286,-0.514286,0.999373,0.989857,0.996,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+texture_geometry,zero,,ADM,2000,accuracy,0.673,0.9985,0.673,-32.55,-32.55,0.994744,0.998,0.348,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+texture_geometry,zero,,BigGAN,2000,accuracy,0.6295,0.999,0.6295,-36.95,-36.95,0.993966,0.998,0.261,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+texture_geometry,zero,,GLIDE,2000,accuracy,0.8965,0.999,0.8965,-10.25,-10.25,0.998052,0.996,0.797,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+texture_geometry,zero,,Midjourney,2000,accuracy,0.766,0.996,0.766,-23.0,-23.0,0.995338,0.997,0.535,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+texture_geometry,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.6375,0.9985,0.6375,-36.1,-36.1,0.992098,0.996,0.279,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+texture_geometry,zero,,VQDM,2000,accuracy,0.589,0.999,0.589,-41.0,-41.0,0.991716,0.996,0.182,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+texture_geometry,zero,,Wukong,2000,accuracy,0.7,0.9965,0.7,-29.65,-29.65,0.99369,0.996,0.404,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+color_manifold+texture_geometry,zero,,__ALL__,14000,accuracy,0.698786,0.998071,0.698786,-29.928571,-29.928571,0.994152,0.996714,0.400857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+texture_geometry,zero_elsewhere,,ADM,2000,accuracy,0.993,0.9985,0.993,-0.55,-0.55,0.999962,0.986,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+texture_geometry,zero_elsewhere,,BigGAN,2000,accuracy,0.9955,0.999,0.9955,-0.35,-0.35,0.999902,0.991,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+texture_geometry,zero_elsewhere,,GLIDE,2000,accuracy,0.9965,0.999,0.9965,-0.25,-0.25,1.0,0.993,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+texture_geometry,zero_elsewhere,,Midjourney,2000,accuracy,0.99,0.996,0.99,-0.6,-0.6,0.997754,0.985,0.995,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+texture_geometry,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.9965,0.9985,0.9965,-0.2,-0.2,0.999447,0.994,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+texture_geometry,zero_elsewhere,,VQDM,2000,accuracy,0.9965,0.999,0.9965,-0.25,-0.25,0.999958,0.993,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+texture_geometry,zero_elsewhere,,Wukong,2000,accuracy,0.9935,0.9965,0.9935,-0.3,-0.3,0.998932,0.993,0.994,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+color_manifold+texture_geometry,zero_elsewhere,,__ALL__,14000,accuracy,0.9945,0.998071,0.9945,-0.357143,-0.357143,0.999411,0.990714,0.998286,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+jpeg_quant,zero,,ADM,2000,accuracy,0.938,0.9985,0.938,-6.05,-6.05,0.998853,0.998,0.878,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+jpeg_quant,zero,,BigGAN,2000,accuracy,0.814,0.999,0.814,-18.5,-18.5,0.996412,0.995,0.633,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+jpeg_quant,zero,,GLIDE,2000,accuracy,0.9705,0.999,0.9705,-2.85,-2.85,0.999124,0.996,0.945,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+jpeg_quant,zero,,Midjourney,2000,accuracy,0.9745,0.996,0.9745,-2.15,-2.15,0.998641,0.998,0.951,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+jpeg_quant,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.9305,0.9985,0.9305,-6.8,-6.8,0.997437,0.996,0.865,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+jpeg_quant,zero,,VQDM,2000,accuracy,0.9815,0.999,0.9815,-1.75,-1.75,0.998674,0.996,0.967,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+jpeg_quant,zero,,Wukong,2000,accuracy,0.894,0.9965,0.894,-10.25,-10.25,0.996254,0.996,0.792,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+jpeg_quant,zero,,__ALL__,14000,accuracy,0.929,0.998071,0.929,-6.907143,-6.907143,0.997837,0.996429,0.861571,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+hf_noise+jpeg_quant,zero_elsewhere,,ADM,2000,accuracy,0.997,0.9985,0.997,-0.15,-0.15,0.998554,0.994,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+hf_noise+jpeg_quant,zero_elsewhere,,BigGAN,2000,accuracy,0.9985,0.999,0.9985,-0.05,-0.05,0.999925,0.997,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+hf_noise+jpeg_quant,zero_elsewhere,,GLIDE,2000,accuracy,0.999,0.999,0.999,0.0,0.0,1.0,0.998,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+hf_noise+jpeg_quant,zero_elsewhere,,Midjourney,2000,accuracy,0.9905,0.996,0.9905,-0.55,-0.55,0.997543,0.995,0.986,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+hf_noise+jpeg_quant,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.998,0.9985,0.998,-0.05,-0.05,0.99986,0.998,0.998,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+hf_noise+jpeg_quant,zero_elsewhere,,VQDM,2000,accuracy,0.9985,0.999,0.9985,-0.05,-0.05,0.999922,0.998,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+hf_noise+jpeg_quant,zero_elsewhere,,Wukong,2000,accuracy,0.9955,0.9965,0.9955,-0.1,-0.1,0.999852,0.998,0.993,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,3,freq_radial+hf_noise+jpeg_quant,zero_elsewhere,,__ALL__,14000,accuracy,0.996714,0.998071,0.996714,-0.135714,-0.135714,0.999343,0.996857,0.996571,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+texture_geometry,zero,,ADM,2000,accuracy,0.875,0.9985,0.875,-12.35,-12.35,0.994856,0.992,0.758,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+texture_geometry,zero,,BigGAN,2000,accuracy,0.873,0.999,0.873,-12.6,-12.6,0.995934,0.994,0.752,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+texture_geometry,zero,,GLIDE,2000,accuracy,0.9875,0.999,0.9875,-1.15,-1.15,0.999103,0.993,0.982,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+texture_geometry,zero,,Midjourney,2000,accuracy,0.8995,0.996,0.8995,-9.65,-9.65,0.993538,0.989,0.81,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+texture_geometry,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.7345,0.9985,0.7345,-26.4,-26.4,0.990185,0.993,0.476,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+texture_geometry,zero,,VQDM,2000,accuracy,0.954,0.999,0.954,-4.5,-4.5,0.997183,0.993,0.915,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+texture_geometry,zero,,Wukong,2000,accuracy,0.754,0.9965,0.754,-24.25,-24.25,0.989912,0.993,0.515,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,3,freq_radial+hf_noise+texture_geometry,zero,,__ALL__,14000,accuracy,0.868214,0.998071,0.868214,-12.985714,-12.985714,0.994182,0.992429,0.744,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
